视频标题,视频标签,作者名称,昵称,地区,日期,评论
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,[黄脸干杯],广东,2026-02-24 15:03:48,@豆包AI智能助手 总结
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,哈基米德,福建,2026-02-08 12:31:25,以前也是这样。每个课程刚刚开始的时候，教学老师就开始画饼展望未来，学的时候是真的痛苦难学。到后边我就对着需求学习了，不然没有正反馈我真的学不下去。 毕竟这行的知识是学不完的
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,三角叶蕨,陕西,2026-02-09 01:30:34,谢谢你up，关注了。大三软工生听完感觉脉络更清晰了，可惜计组挂了，唉
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,G,陕西,2026-02-11 16:24:17,@豆包AI智能助手 总结下发我
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,狗子版哎嘿嘿嘿嘿,湖南,2026-02-08 01:20:34,现在才懂为什么上这些课，真没招了[酷拽]@天下第一瞌睡王
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,念与、,浙江,2026-02-08 00:04:37,@豆包 总结这个视频
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,雀黄脚皮,贵州,2026-02-08 00:40:30,服了我之前对这个专业不了解，看了博主两期视频现在大致已经有了一个基本框架，知道自己到底在学什么了，真的讲的太清晰了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,做梦有个倒三角,安徽,2026-02-17 09:30:11,计算机真的越学越觉得自己跟弱智似的[泪奔][泪奔][泪奔]学不完，根本学不完[泪奔][泪奔]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,凯德六号,江苏,2026-03-05 09:52:07,我是软工的 当时看的网课教spring boot的老师说了一句话我受用终身[泪奔] 叫做学项目的时候要做到不求甚解 学算法的时候要做到求甚解 就是说学项目不要深究这个是为什么那个是为什么 你只要知道这个是干啥的有什么用怎么用就行了 不用理解原理 学期了就会又快又轻松
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,ᯅ 对方无应答,辽宁,2026-03-03 11:36:19,@豆包AI智能助手 总结一下
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Endotherm.,山西,2026-02-28 14:09:53,我学的网安，一直在网上找课看[流泪]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,吃个烧麦,山东,2026-02-08 11:59:36,计算机就是 越学越多 越学越觉得自己渺小 而且更新换代太快了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,双枪小师,贵州,2026-02-10 04:12:43,学不懂，我要是能学懂学精也不会来普本了[躺平][躺平][躺平]，已毕业已转行
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Liquid,四川,2026-02-10 13:22:40,过来人负责的告诉每一个计科学生，多会理论不如多敲代码，抽象概念最快理解是具象成代码到你的程序当中，培养兴趣爱好永远不可能是书本上的白纸黑字，从实践中收获成就感，才能体验语言的魅力。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,笨笨果汁,广东,2026-02-08 19:39:14,计算机，就像一个巨大的蛋糕迷宫，从哪开始学都可以，每条路都是经验，在你抵达死胡同的时候代表你学完了这个小技能/知识/工具，继续切换下一条路，如此往复。计算机没有终点，也没办法走完所有死胡同和完成学习完毕不同的技能/工具。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Coolcat,北京,2026-02-10 00:17:06,真的，学差不多就行了，不然根本没完。我是java的，现在想想之前死磕lambda表达式、jdbc、javaweb一些知识的时候真是浪费时间，甚至最开始的类型强制转换我都纠结了好久。尤其现在ai特别厉害，有啥不会的现学就行，突出一个差不多得了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,KK睡醒了,黑龙江,2026-02-08 22:31:14,@豆包 总结这个视频内容
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,鑫源。,湖南,2026-03-03 12:56:30,@豆包 提取内容生成文字
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,渊舟绿,江西,2026-02-25 20:37:13,@豆包 总结一下这个视频
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,早睡打卡,湖北,2026-02-28 00:33:56,计算机学完基础知识之后，按项目学习最实用[黄脸干杯]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,KK睡醒了,黑龙江,2026-02-08 22:32:03,@豆包 总结这个视频
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,@坚硬的棉花,四川,2026-02-09 12:02:12,我本来想改408的后来想了想也许智商不够[捂脸]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,大瓢,辽宁,2026-02-10 01:23:11,因为工作上用到的老师不会，咋教你
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,笼中鸟,上海,2026-02-08 22:59:03,学计算机最重要的就是实践，你得去写代码，去写项目，去优化，去从零到一的实现，你才能有一个整体的认识，而且记忆深刻
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,arccos67°,四川,2026-02-27 06:04:28,@OVO 抖音都给我推这个了，这不会是你刷的吧[捂脸]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,一片空白,广西,2026-02-08 12:35:52,一模一样的经历，上了四年学焦虑了四年，非常痛苦，所以不待互联网行业了[泪奔]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,青椒不辣,安徽,2026-02-09 19:52:00,我一个圈外人，我都觉得学计算机肯定很费脑子，因为更新太快了，就我们平时用的那个AI，就能感觉到妈耶，几个月一变样[捂脸]它不像其他传统的学科，那教材一用，用好多年都不带变的[捂脸]就算变改动也不是很大但是计算机 我的天 5年的技术就已经落伍了10年的技术都成老古董了[捂脸]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,有泽,江苏,2026-02-08 11:42:20,好干的干货[笑哭]，看完像吃了一瓶干噎酸奶
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,老年人养生俱乐部,浙江,2026-02-08 01:26:17,讲的很通俗易懂。但是数据结构和算法那块感觉讲的有点问题，这两个应该是耦合在一起，不是非此即彼的关系。视频里讲的反而更像是说降低时间和空间复杂度了。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,怎么就不出苗呢,北京,2026-02-09 06:51:51,当年老师忽悠我们说：计算机最简单了，发明这些的有些人甚至都还活着，你直接给它们发邮件问就行了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,太浪,江西,2026-02-09 22:52:02,我是数字媒体技术的，我的不知道要学啥，大一上学期学C语言，下学期又要学python，难道我以后要去当程序员吗[发呆]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,友人a,河南,2026-02-28 23:50:59,@豆包 总结视频
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,嘻呱投手,山东,2026-02-19 00:20:32,@豆包 帮我总结一下视频内容
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,初⑦,河南,2026-02-07 23:15:18,主播从那门课学到这些的
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,outlier,四川,2026-02-12 21:32:17,计算机的广度 深度真不是一辈子就能全部学明白的[捂脸]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,lil,河南,2026-02-08 01:43:34,讲的特别好，期待下一节后端怎么学的内容。这节课和下节课都是我目前的困惑
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,咸鱼不开车,上海,2026-02-10 01:18:14,其实我觉得计算机也是深坑，新时代民工，表面看是学不完的技术深渊，最容易让大多数的学生陷入到技术为王的误区，其实很多行业玩的就是一个游戏规则，而不要沉迷于玩这个游戏，行业经验就是对游戏规则理解了多深刻，所以知识的系统化趋势对一个人很重要，也是普通人转型管理的重要基石。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,パクチー食べない(修士受験版),日本,2026-02-08 20:17:36,学校的课程安排更像是纸上谈兵，网上总结的才是市场真正需要的技能。如果他们不教这四门课，说明企业认为会编程比会这些理论重要。这些理论要不要学，要学，前提是你有编程经验再回头学这个才能学懂，不要一开始就学这些会听不懂。按照大学最合适的安排路线就是前两年只学编程，先做几个项目，然后再学这些理论之类的你就知道为什么要学这些了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,卍,河北,2026-02-24 22:17:34,Android看什么视频呀[泣不成声]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,硅谷之上,内蒙古,2026-02-11 12:14:57,无法想象作者一口气说完这么一大套以后，脑子有多么清晰[流泪]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Defaultuser0,安徽,2026-02-08 17:12:25,有两只好用的小猫咪  clash github
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,晨曦-,湖北,2026-02-18 03:07:59,省流：408
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,🌈AAA一份二重积两包番茄酱,陕西,2026-02-11 23:50:39,大学课程学了c Java 前端 Python Android 操作系统 计组 操作系统 计算机网络 数电模电 数据结构 还有数据库 嵌入式[流泪]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,酥个帕里里,浙江,2026-02-08 08:15:06,计算机组成原理，操作系统，计算机网络，数据结构与算法
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,bd7xzz,北京,2026-02-11 07:20:52,告诉你基本不用的人，都是小公司的。说几个实际的例子，需要抓包分析网络为啥抖动，以及服务器上第三方接口的结果和传参，这是计算机网络。性能优化中，最重要的就是利用cpu cache，所以服务要做亲和性配置，这是计算机组成。一些业务场景，需要自定义数据结构实现算法，比如在分布式场景调度任务，这就要用树和图。在性能优化和解决问题时候，不只是oom，cpu load高怎么办，load和使用率区别是什么，这是操作系统原理。jvm的垃圾回收怎么配参数，怎么分析gc日志，这是编程语言基础。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,烬極丶,陕西,2026-02-08 11:56:36,学歪了啊 女生还是干前端 ui设计和测试好 很多公司后端都不带招女生的
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,yukina,荷兰,2026-02-08 04:26:59,然后这些硬件怎么做出来的，需要什么元件组成，什么样的元件什么时候会有电（1）什么时候没电（0）。这些问题就是电子信息专业中的模电和数电。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,羊的心理话,江西,2026-02-08 01:08:58,@豆包 总结一下这个视频的内容发给我
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,百里一熙,湖北,2026-02-20 04:54:35,计算机是现代文明的顶级智慧的结晶，你越学就越会发现要学的底层知识和数学知识越多，越来越对那些顶级数学大神产生膜拜，普通人还是不要学计算机好，搞搞计算机在各行各业中的应用就行了！
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,旺仔日王等108人,浙江,2026-02-07 23:18:18,0我理解的不是没电，而是低电平，没电应该意味着悬空断路，不知道我理解的对不对
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Rad🥔n,湖南,2026-02-08 00:16:09,学不好语言的去干网工吧[看]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,以德芙人,广东,2026-02-08 20:42:46,计算机组成原理 操作系统 数据结构与算法 计算机网络[晕]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,满天星、,河北,2026-02-08 18:43:45,千万不要一开始就学一大堆理论知识，直接从具体的项目入手，从实战中去学习，遇到问题再去找相关的知识点去补充
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Leolin,北京,2026-02-09 08:25:51,编程真的感觉学的越来越多，就比如Python中最基础的print，学完一个功能还有一个功能，在你感觉都学完了之后，做题一看，怎么还有[捂脸]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,melong,河南,2026-03-01 20:19:00,有编程女吗，蛮佩服
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,艾米丽,贵州,2026-02-08 14:15:30,学用不到的知识，只有一个用处，面试和考试。现实都是面向结果编程，你做的快做的牛能卖出去就行，包装一下，改个高大上的名字，没人管你用了什么技术。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Megumi,四川,2026-02-18 22:01:18,现在大一 学的计科 上学期就很迷茫的过的[流泪]有没什么建议[流泪]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,星垂平野,德国,2026-02-15 20:37:05,没刷到你之前我简直是在乱学
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,一起听曲啊～,江苏,2026-03-05 23:24:16,科班学四大件，属于培养底层思维，然后学编程语言就很简单了，不管代码形式如何变化万变不离其宗就是，然后工作中，一些crud确实用不到太深的，实现功能就行，随着业务复杂，倒逼程序员扩展深度/广度，慢慢的代码思维强了学底层不说容易，也比初级程序员理解能力强一点，程序员本身就是一个持续学习和产出的行业，如果只学框架不去了解底层 就始终疲于学框架，很多培训班课程会捎带讲一些源码，但不会很深，等你工作经验上去了再回头看源码也能看明白一些，然后运用工作，逐步深化
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,嗯呃哦,黑龙江,2026-02-21 00:30:12,我计组大一下学完了考了97分然后现在准备大二下感觉都要忘光了额，虽然听博主讲能回忆起来一些[抠鼻]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,若离、听枫,湖北,2026-02-09 21:25:54,我选择直接看 数据机构与算法  计算机组成原理和  操作系统
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Return0,山东,2026-02-19 11:09:32,大学的专业是一个全科，因为不知道你毕业要具体从事哪一类，你要是干网络工程师，那学的计算机网络不就有用，你要是干硬件去了，那组成原理等等不就有用，你要是做软件开发，学的c语言这一类就有用，不是说一点没用，只是你工作的这一类小项没用到而已
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,女儿国猴王,江西,2026-02-08 22:10:21,有没有一起学网络安全的搭子？
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,夕,湖北,2026-02-08 08:39:52,初级JAVA程序员会基本框架业务开发，中级要懂JAVA的jvm，高级差不多就懂更底层方面的技术，但是从jvm开始就变得很难了[流泪]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,有很多问号,浙江,2026-02-08 04:36:09,一个会计学生听的津津有味
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,小A在这,辽宁,2026-02-18 00:17:30,你可以从微电路开始学，与或门，二进制，寄存器等等，学完了再去学习计算机组成原理，然后学计算机网络，然后学c语言
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,星灿长风🅥 [普瑞赛斯重度依赖],甘肃,2026-02-23 05:52:40,这个你就从始至终把路线当成一个参考就行了，真正的你得从兴趣出发，从一个又一个小的toy入手，然后慢慢的有了想法有了目标，比如你要做一个论坛，做一个网站，那你自然而然的会去学到这些
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Una.,广东,2026-02-18 18:27:14,自动化专业大一，学c语言感觉还是怪怪的[流泪]不知道在学什么
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,笑笑,四川,2026-02-08 00:06:45,博主，能不能开启下载，想分享给别人[逞强落泪]，讲得太好了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,撒拉嘿呦,福建,2026-03-03 08:32:34,@豆包 帮我总结一下
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,N109的鸦鸦,安徽,2026-02-08 02:25:43,只有发现找不到自己想要实现的一步到位的功能函数的时候才开始绞尽脑汁写屎山[憨笑]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,秋序澈,山东,2026-02-08 23:23:14,刚才听进程线程没听懂，搞了好一会，帮助一下也没听懂的人，用例子来说明比较好：一个人按计算器算数，输入8+4，按的这个输入动作是线程，就是执行动作，计算器是cpu，输入的东西是数据加指令，数字是数据，加减乘除是指令，8+4在计算器上具体是怎么运算得出12的这个规则就是代码，整个过程是进程。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,文羽llx,浙江,2026-03-08 00:25:19,感谢  比学校讲的好多了 这样讲课大家才想听  有基础原理和应用 而不是读ppt
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,惜别才,河南,2026-02-08 08:59:54,有java搭子吗
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,A,浙江,2026-02-08 09:17:16,[赞]，现在可能都是实用主义，单纯当工具看似用不到，但做到深入这些就会成为瓶颈。我们在不理解重要性和实用价值的时候先硬学概念，学的就比较费劲，学会了也是工具。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,茶香雅书屋,辽宁,2026-02-19 19:36:42,我真心的给些意见，懂得会觉得你讲的不是特别好，太肤浅了！不懂的也不会听明白[捂脸]，这么复杂的事情，怎么可能一段视频能说清楚，基础肯定是重要的，重点是学的时候学生不用心记，用的时候又忘了！实际工作中肯定不会用基础知识，都是在此基础上做进阶操作。就比如数学，先学一加一，实际考试的时候就会考100加100，我觉得是一个道理
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,上下左右,河南,2026-02-09 22:20:19,只是说了大学课程之间的联系，如果要考虑毕业工作，大学生要选择一个方向走出去。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,合雨🌧️,天津,2026-03-07 08:57:20,从初中自学计算机到现在8年了，从刚开始拿计算机耍帅吹牛到靠计算机工作，我慢慢从无知傻福，变成了一个自学能力还算不错的工程师，哪怕学历不是很高，也可以靠着经验拿到还不错的薪资，我爱计算机，从硬件到软件，从服务器到云平台，脚本，编程，网络，机器学习深度学习，安全，我全部自学，现在很多知识串起来，让我能更快的解决问题，脑子里有原理，就有思路，有思路就能解决问题。这就是学习计算机带给我的，还是那句话，我爱计算机
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,莫道桑榆晚。,河南,2026-02-17 18:34:04,算是一个对计算机比较感兴趣的外行，有去看王道的计算机组成原理，还有操作系统相关的课程，感觉还算好理解，但是总觉得有点脱离实际，比如说在学习到进程相关的一些内容，他们有那种五状态模型，我就对其中有一些细节有一些不解，后来问了 Chatgpt，才知道这只是一个简化的抽象模型，真实的操作系统比这状态要多的多，所以我觉得也不能只看这些课本上的一些内容，还是要查一查他在真实的系统中，它是怎么样去工作的，这些知识有没有过时，还有比如说进程间的通讯方式，他介绍的有三种，但是实际上最常用的可能就那么一种，但是书上又没有去说，你都不知道关注的侧重点是什么，这你就需要自己去查相关的内容
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,心舟自横,四川,2026-03-05 23:58:36,大学四年学的大数据，出来干了三年C++，但是根本没有系统性的学过CPP，工作就是直接接触项目，都是在项目中去学习的一些CPP相关的，现在想跳槽，没有完整的知识体系，在技术面应该怎么办？[躺平]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,YIBO,辽宁,2026-02-15 00:32:17,AI时代计算机是否成为夕阳产业
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,程序媛妈妈陪娃成长,天津,2026-02-08 21:23:11,我学计算机就是因为可以不停的学到新东西，我受不了重复，重复的事情使我痛苦[泣不成声] 只有挑战学习新的东西才能开心[微笑]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Aceef,山西,2026-03-07 06:05:56,克劳德香农 冯诺依曼
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,树熊🐻,江苏,2026-02-09 01:15:17,本科需要去实验室搞科研那
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,莫宁余笙,河北,2026-02-10 10:36:15,[泪奔]我都打算去培训了，从应用运维转开发干几年[抱抱你]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Moses,陕西,2026-02-08 13:20:56,那408的学习顺序就是计组+操作系统+数据结构+计网吗，为什么很多人推荐先学操作系统
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,快乐岛屿上的那个人,山东,2026-02-11 04:39:34,那我说个建议吧，博主讲得很好，1️⃣ 但是经常有 “就是” “就是” 的口头语 这个要不咱稍微注意一下？“其实就是” 频次低一点也有，就还好。2️⃣ 讲得有一点点碎，发散，这个就还好 我只是说一下我的发现，因为我本人更发散，博主已经很优秀了。3️⃣ 声音有一点点 down 就是有一点点负面的感觉（没到负面，但是听着有一点点 向下的感觉）。 最后，博主讲得很好，讲出来了 为什么学，是用什么，怎么用的 和 怎么更好地用，对于非计算机专业但是干技术的我来说很有启发。
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,芜湖✘,黑龙江,2026-03-11 19:18:31,考研是学硕好一些还是专硕好？[不是吧]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,日行一善积积大德,河北,2026-02-23 15:50:58,松弟姐妹们计算机省赛一等奖好拿吗求知[皱眉]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,心机之蛙一直摸你肚子,安徽,2026-03-04 03:01:42,@～、 宝见好好学
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Change.R,山西,2026-02-19 22:20:19,非科班，这些我都不会，但是不影响我做项目[杀马特]，还有希望吗[发呆]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,嗯嗯,浙江,2026-02-13 13:36:55,学计算机的为什么没人往网安这个方向走？就是Python和kali liunx这些
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,ohhhh,湖北,2026-03-05 13:58:45,计算机的学是永远学不完的，就连很多框架迭代也很快。所以学计算机不想被淘汰就得持续的学习理解新的知识。计算机入行可以先选择方向再学习
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,Fadder,河北,2026-02-12 14:54:01,很不错，作者有github吗，我关注一下[灵机一动]
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,回归线,广东,2026-02-08 11:34:48,@i_llll 你就看吧 这点耐心没有就不用学了
实际明明用不到，计算机专业为何还要学这些知识,#计算机#计算机小白#转码#计算机学习,不可思议大王,怎么不困,江西,2026-02-09 10:51:21,@豆包AI智能助手 帮我总结一下视频要点
